Family,Genus,Species,FullSpecies,Present_name,Code_FB,TL_species,TL_genus,TL_family,TL_GOOD,TL_GOOD_level,Size_FishBase,Coeff_a,Coeff_b
Scaridae,Chlorurus,troschelii,Chlorurus troschelii,Chlorurus troschelii,4977,-999,2.123636364,2.092241379,2.123636364,genus,34.6,0.013346043,3.159957025
Scaridae,Hipposcarus,harid,Hipposcarus harid,Hipposcarus harid,7906,2,2.365,2.092241379,2,species,75,0.01594805,3
Scaridae,Hipposcarus,longiceps,Hipposcarus longiceps,Hipposcarus longiceps,5539,2.73,2.365,2.092241379,2.73,species,60,0.01594805,3
Scaridae,Leptoscarus,vaigiensis,Leptoscarus vaigiensis,Leptoscarus vaigiensis,4360,2.27,2.27,2.092241379,2.27,species,35,0.016285639,2.990520051
Scaridae,Nicholsina,denticulata,Nicholsina denticulata,Nicholsina denticulata,13980,2,2,2.092241379,2,species,32,0.016285639,2.990520051
Scaridae,Scarus,altipinnis,Scarus altipinnis,Scarus altipinnis,5540,2,2.052142857,2.092241379,2,species,60,0.018396276,3.029320796
Scaridae,Scarus,caudofasciatus,Scarus caudofasciatus,Scarus caudofasciatus,7908,-999,2.052142857,2.092241379,2.052142857,genus,50,0.018396276,3.029320796
Scaridae,Scarus,chameleon,Scarus chameleon,Scarus chameleon,5543,2,2.052142857,2.092241379,2,species,31,0.018396276,3.029320796
Scaridae,Scarus,coelestinus,Scarus coelestinus,Scarus coelestinus,1152,-999,2.052142857,2.092241379,2.052142857,genus,77,0.01534093,3.062
Scaridae,Scarus,coeruleus,Scarus coeruleus,Scarus coeruleus,1153,2,2.052142857,2.092241379,2,species,120,0.01243444,3.111
Scaridae,Scarus,collana,Scarus collana,Scarus collana,14379,-999,2.052142857,2.092241379,2.052142857,genus,33,0.018396276,3.029320796
Scaridae,Scarus,compressus,Scarus compressus,Scarus compressus,13981,2,2.052142857,2.092241379,2,species,68,0.018396276,3.029320796
Scaridae,Scarus,dimidiatus,Scarus dimidiatus,Scarus dimidiatus,4973,2,2.052142857,2.092241379,2,species,40,0.018396276,3.029320796
Scaridae,Scarus,dubius,Scarus dubius,Scarus dubius,4967,-999,2.052142857,2.092241379,2.052142857,genus,35.6,0.02808363,3
Scaridae,Scarus,falcipinnis,Scarus falcipinnis,Scarus falcipinnis,7911,2,2.052142857,2.092241379,2,species,60,0.018396276,3.029320796
Scaridae,Scarus,ferrugineus,Scarus ferrugineus,Scarus ferrugineus,14380,2,2.052142857,2.092241379,2,species,41,0.02949968,3
Scaridae,Scarus,festivus,Scarus festivus,Scarus festivus,5544,2,2.052142857,2.092241379,2,species,45,0.018396276,3.029320796
Scaridae,Scarus,flavipectoralis,Scarus flavipectoralis,Scarus flavipectoralis,4968,2,2.052142857,2.092241379,2,species,40,0.018396276,3.029320796
Scaridae,Scarus,forsteni,Scarus forsteni,Scarus forsteni,5545,2,2.052142857,2.092241379,2,species,55,0.018396276,3.029320796
Scaridae,Scarus,frenatus,Scarus frenatus,Scarus frenatus,5546,2,2.052142857,2.092241379,2,species,47,0.0279,3.06
Scaridae,Scarus,fuscocaudalis,Scarus fuscocaudalis,Scarus fuscocaudalis,58508,-999,2.052142857,2.092241379,2.052142857,genus,25,0.013346043,3.159957025
Scaridae,Scarus,fuscopurpureus,Scarus fuscopurpureus,Scarus fuscopurpureus,14381,-999,2.052142857,2.092241379,2.052142857,genus,38,0.018396276,3.029320796
Scaridae,Scarus,ghobban,Scarus ghobban,Scarus ghobban,5548,2,2.052142857,2.092241379,2,species,90,0.016504504,3.041159047
Scaridae,Scarus,globiceps,Scarus globiceps,Scarus globiceps,4970,2,2.052142857,2.092241379,2,species,27,0.01549935,3
Scaridae,Scarus,guacamaia,Scarus guacamaia,Scarus guacamaia,1155,-999,2.052142857,2.092241379,2.052142857,genus,120,0.0122,3.07
Scaridae,Scarus,hypselopterus,Scarus hypselopterus,Scarus hypselopterus,12707,-999,2.052142857,2.092241379,2.052142857,genus,31,0.018396276,3.029320796
Scaridae,Scarus,iseri,Scarus iseri,Scarus iseri,1154,-999,2.052142857,2.092241379,2.052142857,genus,35,0.0166,3.02
Scaridae,Scarus,longipinnis,Scarus longipinnis,Scarus longipinnis,4981,2,2.052142857,2.092241379,2,species,40,0.018396276,3.029320796
Scaridae,Scarus,niger,Scarus niger,Scarus niger,5550,2,2.052142857,2.092241379,2,species,40,0.013346043,3.159957025
Scaridae,Scarus,oviceps,Scarus oviceps,Scarus oviceps,5551,-999,2.052142857,2.092241379,2.052142857,genus,35,0.01800218,3
Scaridae,Scarus,perrico,Scarus perrico,Scarus perrico,8392,2,2.052142857,2.092241379,2,species,76,0.018396276,3.029320796
Scaridae,Scarus,persicus,Scarus persicus,Scarus persicus,14383,-999,2.052142857,2.092241379,2.052142857,genus,50,0.018396276,3.029320796
Scaridae,Scarus,prasiognathos,Scarus prasiognathos,Scarus prasiognathos,4971,-999,2.052142857,2.092241379,2.052142857,genus,70,0.018396276,3.029320796
Scaridae,Scarus,psittacus,Scarus psittacus,Scarus psittacus,5553,2,2.052142857,2.092241379,2,species,30,0.010450903,3.318708889
Scaridae,Scarus,quoyi,Scarus quoyi,Scarus quoyi,5554,2,2.052142857,2.092241379,2,species,40,0.018396276,3.029320796
Scaridae,Scarus,rivulatus,Scarus rivulatus,Scarus rivulatus,4969,2.71,2.052142857,2.092241379,2.71,species,40,0.013346043,3.159957025
Scaridae,Scarus,rubroviolaceus,Scarus rubroviolaceus,Scarus rubroviolaceus,5555,2,2.052142857,2.092241379,2,species,70,0.0136,3.109
Scaridae,Scarus,russelii,Scarus russelii,Scarus russelii,7912,-999,2.052142857,2.092241379,2.052142857,genus,51,0.018396276,3.029320796
Scaridae,Scarus,scaber,Scarus scaber,Scarus scaber,7913,2,2.052142857,2.092241379,2,species,37,0.0278,2.857
Scaridae,Scarus,schlegeli,Scarus schlegeli,Scarus schlegeli,4975,2.75,2.052142857,2.092241379,2.75,species,40,0.023058664,2.969191667
Scaridae,Scarus,sp.,Scarus sp.,Scarus,-999,-999,2.052142857,2.092241379,2.052142857,genus,-999,0.013346043,3.159957025
Scaridae,Scarus,spinus,Scarus spinus,Scarus spinus,4974,2,2.052142857,2.092241379,2,species,30,0.018396276,3.029320796
Scaridae,Scarus,taeniopterus,Scarus taeniopterus,Scarus taeniopterus,1156,2,2.052142857,2.092241379,2,species,35,0.0177,3
Scaridae,Scarus,tricolor,Scarus tricolor,Scarus tricolor,6438,2,2.052142857,2.092241379,2,species,26.6,0.018396276,3.029320796
Scaridae,Scarus,trispinosus,Scarus trispinosus,Scarus trispinosus,59493,-999,2.052142857,2.092241379,2.052142857,genus,35.5,0.018396276,3.029320796
Scaridae,Scarus,vetula,Scarus vetula,Scarus vetula,1157,2,2.052142857,2.092241379,2,species,61,0.018396276,3.029320796
Scaridae,Scarus,viridifucatus,Scarus viridifucatus,Scarus viridifucatus,7914,2,2.052142857,2.092241379,2,species,45,0.018396276,3.029320796
Scaridae,Scarus,xanthopleura,Scarus xanthopleura,Scarus xanthopleura,5541,-999,2.052142857,2.092241379,2.052142857,genus,52,0.018396276,3.029320796
Scaridae,Scarus,zelindae,Scarus zelindae,Scarus zelindae,59490,-999,2.052142857,2.092241379,2.052142857,genus,33.20000076,0.013346043,3.159957025
Scaridae,Sparisoma,amplum,Sparisoma amplum,Sparisoma amplum,59491,-999,2.1075,2.092241379,2.1075,genus,39,0.0121592,3.028
Scaridae,Sparisoma,atomarium,Sparisoma atomarium,Sparisoma atomarium,3675,2,2.1075,2.092241379,2,species,25,0.0121592,3.028
Scaridae,Sparisoma,aurofrenatum,Sparisoma aurofrenatum,Sparisoma aurofrenatum,1158,2,2.1075,2.092241379,2,species,28,0.004680554,3.429
Scaridae,Sparisoma,axillare,Sparisoma axillare,Sparisoma axillare,59492,-999,2.1075,2.092241379,2.1075,genus,37,0.004680554,3.429
Scaridae,Sparisoma,chrysopterum,Sparisoma chrysopterum,Sparisoma chrysopterum,1159,2,2.1075,2.092241379,2,species,46,0.0093,3.21
Scaridae,Sparisoma,frondosum,Sparisoma frondosum,Sparisoma frondosum,61101,-999,2.1075,2.092241379,2.1075,genus,34.5,0.004680554,3.429
Scaridae,Sparisoma,radians,Sparisoma radians,Sparisoma radians,3676,2,2.1075,2.092241379,2,species,20,0.004680554,3.429
Scaridae,Sparisoma,rubripinne,Sparisoma rubripinne,Sparisoma rubripinne,1160,2,2.1075,2.092241379,2,species,47.79999924,0.0198,2.98
Scaridae,Sparisoma,sp.,Sparisoma sp.,Sparisoma,-999,-999,2.1075,2.092241379,2.1075,genus,-999,0.0121592,3.028
Scaridae,Sparisoma,viride,Sparisoma viride,Sparisoma viride,1161,2,2.1075,2.092241379,2,species,64,0.0537,2.74
Scaridae,unknown,unknown,Scaridae,Scaridae,-999,-999,-999,2.092241379,2.092241379,family,-999,0.016285639,2.990520051
Scombridae,Acanthocybium,solandri,Acanthocybium solandri,Acanthocybium solandri,89,4.420000076,4.420000076,4.17125,4.420000076,species,250,0.016173995,2.856130971
Scombridae,Euthynnus,affinis,Euthynnus affinis,Euthynnus affinis,96,4.47,4.093333308,4.17125,4.47,species,110,0.03,2.908
Scombridae,Euthynnus,alletteratus,Euthynnus alletteratus,Euthynnus alletteratus,97,3.98,4.093333308,4.17125,3.98,species,122,0.03,2.908
Scombridae,Euthynnus,lineatus,Euthynnus lineatus,Euthynnus lineatus,98,3.829999924,4.093333308,4.17125,3.829999924,species,92.4,0.0242,3.018
Scombridae,Grammatorcynus,bilineatus,Grammatorcynus bilineatus,Grammatorcynus bilineatus,104,4.179999828,4.339999914,4.17125,4.179999828,species,100,0.006472232,3
Scombridae,Grammatorcynus,sp.,Grammatorcynus sp.,Grammatorcynus,-999,-999,4.339999914,4.17125,4.339999914,genus,80,0.006472232,3
Scombridae,Gymnosarda,unicolor,Gymnosarda unicolor,Gymnosarda unicolor,106,4.5,4.5,4.17125,4.5,species,247.9802,0.0105,3.065
Scombridae,Katsuwonus,pelamis,Katsuwonus pelamis,Katsuwonus pelamis,107,4.03,4.03,4.17125,4.03,species,100,0.0242,3.018
Scombridae,Rastrelliger,kanagurta,Rastrelliger kanagurta,Rastrelliger kanagurta,111,3.190000057,3.103333352,4.17125,3.190000057,species,35,0.00429,3.265
Scombridae,Sarda,orientalis,Sarda orientalis,Sarda orientalis,114,4.210000038,4.350000008,4.17125,4.210000038,species,112.2,0.0217,2.87
Scombridae,Scomberomorus,commerson,Scomberomorus commerson,Scomberomorus commerson,121,4.380000114,4.363749999,4.17125,4.380000114,species,240,0.016173995,2.856130971
Scombridae,Scomberomorus,maculatus,Scomberomorus maculatus,Scomberomorus maculatus,126,4.35,4.363749999,4.17125,4.35,species,91,0.016173995,2.856130971
Scombridae,Scomberomorus,regalis,Scomberomorus regalis,Scomberomorus regalis,134,4.38,4.363749999,4.17125,4.38,species,183,0.000459584,3.048269345
Scombridae,Scomberomorus,semifasciatus,Scomberomorus semifasciatus,Scomberomorus semifasciatus,135,4.5,4.363749999,4.17125,4.5,species,120,0.016173995,2.856130971
Scombridae,Scomberomorus,sierra,Scomberomorus sierra,Scomberomorus sierra,136,4.21,4.363749999,4.17125,4.21,species,108.9,0.008409779,3
Scombridae,Scomberomorus,sp.,Scomberomorus sp.,Scomberomorus,-999,-999,4.363749999,4.17125,4.363749999,genus,-999,0.016173995,2.856130971
Scombridae,Thunnus,albacares,Thunnus albacares,Thunnus albacares,143,4.48,4.148571431,4.17125,4.48,species,262.9,0.0214,2.974
Scombridae,unknown,unknown,Scombridae,Scombridae,-999,-999,-999,4.17125,4.17125,family,-999,0.03,2.908
Serranidae,Acanthistius,cinctus,Acanthistius cinctus,Acanthistius cinctus,12690,-999,4.025,3.863000001,4.025,genus,50,0.001417552,3.548062049
Serranidae,Acanthistius,fuscus,Acanthistius fuscus,Acanthistius fuscus,59850,-999,4.025,3.863000001,4.025,genus,19.2,0.001417552,3.548062049
Serranidae,Acanthistius,pardalotus,Acanthistius pardalotus,Acanthistius pardalotus,15038,-999,4.025,3.863000001,4.025,genus,18.3,0.001417552,3.548062049
Serranidae,Acanthistius,serratus,Acanthistius serratus,Acanthistius serratus,15042,-999,4.025,3.863000001,4.025,genus,50,0.001417552,3.548062049
Serranidae,Aethaloperca,rogaa,Aethaloperca rogaa,Aethaloperca rogaa,6441,4.2,4.2,3.863000001,4.2,species,60,0.001417552,3.548062049
Serranidae,Alphestes,immaculatus,Alphestes immaculatus,Alphestes immaculatus,8727,3.5,3.67,3.863000001,3.5,species,30,0.001417552,3.548062049
Serranidae,Anthias,sp.,Anthias sp.,Anthias,-999,-999,3.75,3.863000001,3.75,genus,-999,0.013685462,3.148743494
Serranidae,Anyperodon,leucogrammicus,Anyperodon leucogrammicus,Anyperodon leucogrammicus,4922,3.94,3.94,3.863000001,3.94,species,65,0.001417552,3.548062049
Serranidae,Belonoperca,chabanaudi,Belonoperca chabanaudi,Belonoperca chabanaudi,12622,4.02,4.02,3.863000001,4.02,species,15,0.001417552,3.548062049
Serranidae,Cephalopholis,argus,Cephalopholis argus,Cephalopholis argus,6396,4.16,4.043846154,3.863000001,4.16,species,60,0.009292998,3.180742513
Serranidae,Cephalopholis,boenak,Cephalopholis boenak,Cephalopholis boenak,6444,3.83,4.043846154,3.863000001,3.83,species,30,0.014620408,3.019150471
Serranidae,Cephalopholis,cruentata,Cephalopholis cruentata,Cephalopholis cruentata,12,4.16,4.043846154,3.863000001,4.16,species,42.59999847,0.0121,3.082
Serranidae,Cephalopholis,cyanostigma,Cephalopholis cyanostigma,Cephalopholis cyanostigma,6445,4.17,4.043846154,3.863000001,4.17,species,40,0.009292998,3.180742513
Serranidae,Cephalopholis,formosa,Cephalopholis formosa,Cephalopholis formosa,6446,-999,4.043846154,3.863000001,4.043846154,genus,34,0.009292998,3.180742513
Serranidae,Cephalopholis,fulva,Cephalopholis fulva,Cephalopholis fulva,8816,4.25,4.043846154,3.863000001,4.25,species,41,0.01175,0.0174
Serranidae,Cephalopholis,hemistiktos,Cephalopholis hemistiktos,Cephalopholis hemistiktos,6447,4.02,4.043846154,3.863000001,4.02,species,35,0.0175,3
Serranidae,Cephalopholis,leopardus,Cephalopholis leopardus,Cephalopholis leopardus,6448,4.01,4.043846154,3.863000001,4.01,species,24,0.01490153,3
Serranidae,Cephalopholis,microprion,Cephalopholis microprion,Cephalopholis microprion,6449,-999,4.043846154,3.863000001,4.043846154,genus,25,0.009292998,3.180742513
Serranidae,Cephalopholis,miniata,Cephalopholis miniata,Cephalopholis miniata,6450,4.16,4.043846154,3.863000001,4.16,species,45,0.010655775,3.114100648
Serranidae,Cephalopholis,nigripinnis,Cephalopholis nigripinnis,Cephalopholis nigripinnis,66482,-999,4.043846154,3.863000001,4.043846154,genus,28,0.009292998,3.180742513
Serranidae,Cephalopholis,panamensis,Cephalopholis panamensis,Cephalopholis panamensis,8761,-999,4.043846154,3.863000001,4.043846154,genus,31,0.0217,3.035
Serranidae,Cephalopholis,polleni,Cephalopholis polleni,Cephalopholis polleni,6452,-999,4.043846154,3.863000001,4.043846154,genus,43,0.009292998,3.180742513
Serranidae,Cephalopholis,sexmaculata,Cephalopholis sexmaculata,Cephalopholis sexmaculata,6453,4,4.043846154,3.863000001,4,species,50,0.009292998,3.180742513
Serranidae,Cephalopholis,sonnerati,Cephalopholis sonnerati,Cephalopholis sonnerati,6454,3.81,4.043846154,3.863000001,3.81,species,57,0.006609343,3.27655071
Serranidae,Cephalopholis,sp.,Cephalopholis sp.,Cephalopholis,-999,-999,4.043846154,3.863000001,4.043846154,genus,-999,0.009292998,3.180742513
Serranidae,Cephalopholis,spiloparaea,Cephalopholis spiloparaea,Cephalopholis spiloparaea,6455,-999,4.043846154,3.863000001,4.043846154,genus,30,0.009292998,3.180742513
Serranidae,Cephalopholis,urodeta,Cephalopholis urodeta,Cephalopholis urodeta,6456,4.02,4.043846154,3.863000001,4.02,species,28,0.028222858,2.817750702
Serranidae,Cratinus,agassizii,Cratinus agassizii,Cratinus agassizii,17265,4.2,4.2,3.863000001,4.2,species,60,0.001417552,3.548062049
Serranidae,Cromileptes,altivelis,Cromileptes altivelis,Cromileptes altivelis,6457,4.5,4.5,3.863000001,4.5,species,70,0.096187274,2.489277437
Serranidae,Dermatolepis,dermatolepis,Dermatolepis dermatolepis,Dermatolepis dermatolepis,9185,4.5,4.343333333,3.863000001,4.5,species,100,0.01701,3
Serranidae,Diploprion,bifasciatum,Diploprion bifasciatum,Diploprion bifasciatum,6603,3.98,4.02,3.863000001,3.98,species,25,0.008862367,3.277495731
Serranidae,Epinephelides,armatus,Epinephelides armatus,Epinephelides armatus,15101,-999,-999,3.863000001,3.863000001,family,56,0.001417552,3.548062049
Serranidae,Epinephelus,adscensionis,Epinephelus adscensionis,Epinephelus adscensionis,14,3.75,3.972075472,3.863000001,3.75,species,61,0.0153,3
Serranidae,Epinephelus,analogus,Epinephelus analogus,Epinephelus analogus,348,3.84,3.972075472,3.863000001,3.84,species,104,0.01983351,3
Serranidae,Epinephelus,areolatus,Epinephelus areolatus,Epinephelus areolatus,5367,3.9,3.972075472,3.863000001,3.9,species,47,0.011420839,3.048120681
Serranidae,Epinephelus,bleekeri,Epinephelus bleekeri,Epinephelus bleekeri,7333,-999,3.972075472,3.863000001,3.972075472,genus,76,0.0343,2.9
Serranidae,Epinephelus,bontoides,Epinephelus bontoides,Epinephelus bontoides,6460,-999,3.972075472,3.863000001,3.972075472,genus,30,0.0343,2.9
Serranidae,Epinephelus,coeruleopunctatus,Epinephelus coeruleopunctatus,Epinephelus coeruleopunctatus,6440,4.17,3.972075472,3.863000001,4.17,species,76,0.017999849,2.937798003
Serranidae,Epinephelus,coioides,Epinephelus coioides,Epinephelus coioides,6465,3.95,3.972075472,3.863000001,3.95,species,120,0.009897024,3.101785077
Serranidae,Epinephelus,corallicola,Epinephelus corallicola,Epinephelus corallicola,6466,-999,3.972075472,3.863000001,3.972075472,genus,49,0.01362975,3
Serranidae,Epinephelus,cyanopodus,Epinephelus cyanopodus,Epinephelus cyanopodus,5349,3.97,3.972075472,3.863000001,3.97,species,122,0.011051215,3.113732182
Serranidae,Epinephelus,daemelii,Epinephelus daemelii,Epinephelus daemelii,7338,3.99,3.972075472,3.863000001,3.99,species,200,0.0343,2.9
Serranidae,Epinephelus,fasciatus,Epinephelus fasciatus,Epinephelus fasciatus,5348,3.85,3.972075472,3.863000001,3.85,species,40,0.013826472,3.040659702
Serranidae,Epinephelus,fuscoguttatus,Epinephelus fuscoguttatus,Epinephelus fuscoguttatus,4460,4.14,3.972075472,3.863000001,4.14,species,120,0.013354478,3.057234487
Serranidae,Epinephelus,guttatus,Epinephelus guttatus,Epinephelus guttatus,15,4.15,3.972075472,3.863000001,4.15,species,76,0.036,2.839
Serranidae,Epinephelus,hexagonatus,Epinephelus hexagonatus,Epinephelus hexagonatus,6660,4.05,3.972075472,3.863000001,4.05,species,27.5,0.0140062,3
Serranidae,Epinephelus,howlandi,Epinephelus howlandi,Epinephelus howlandi,7348,4.02,3.972075472,3.863000001,4.02,species,55,0.015254289,2.999094274
Serranidae,Epinephelus,itajara,Epinephelus itajara,Epinephelus itajara,16,4.03,3.972075472,3.863000001,4.03,species,250,0.0131,3.056
Serranidae,Epinephelus,labriformis,Epinephelus labriformis,Epinephelus labriformis,8196,4,3.972075472,3.863000001,4,species,60,0.0343,2.9
Serranidae,Epinephelus,lanceolatus,Epinephelus lanceolatus,Epinephelus lanceolatus,6468,4,3.972075472,3.863000001,4,species,270,0.0173,3
Serranidae,Epinephelus,longispinis,Epinephelus longispinis,Epinephelus longispinis,7352,4.15,3.972075472,3.863000001,4.15,species,55,0.0343,2.9
Serranidae,Epinephelus,macrospilos,Epinephelus macrospilos,Epinephelus macrospilos,6661,4.02,3.972075472,3.863000001,4.02,species,51,0.013198808,3.03071631
Serranidae,Epinephelus,maculatus,Epinephelus maculatus,Epinephelus maculatus,5350,4.13,3.972075472,3.863000001,4.13,species,60.5,0.011036831,3.061971236
Serranidae,Epinephelus,malabaricus,Epinephelus malabaricus,Epinephelus malabaricus,6439,4.16,3.972075472,3.863000001,4.16,species,234,0.012066896,3.051888203
Serranidae,Epinephelus,marginatus,Epinephelus marginatus,Epinephelus marginatus,6470,4.08,3.972075472,3.863000001,4.08,species,150,0.0091,3.1149
Serranidae,Epinephelus,melanostigma,Epinephelus melanostigma,Epinephelus melanostigma,6471,4.03,3.972075472,3.863000001,4.03,species,35,0.01633167,3
Serranidae,Epinephelus,merra,Epinephelus merra,Epinephelus merra,4923,4.38,3.972075472,3.863000001,4.38,species,31,0.015835139,2.966364394
Serranidae,Epinephelus,morio,Epinephelus morio,Epinephelus morio,17,3.63,3.972075472,3.863000001,3.63,species,125,0.0122,3.035
Serranidae,Epinephelus,multinotatus,Epinephelus multinotatus,Epinephelus multinotatus,7354,3.86,3.972075472,3.863000001,3.86,species,100,0.0343,2.9
Serranidae,Epinephelus,ongus,Epinephelus ongus,Epinephelus ongus,6472,4,3.972075472,3.863000001,4,species,40,0.018994656,2.927803298
Serranidae,Epinephelus,polyphekadion,Epinephelus polyphekadion,Epinephelus polyphekadion,6473,4.03,3.972075472,3.863000001,4.03,species,90,0.008332817,3.165759149
Serranidae,Epinephelus,quoyanus,Epinephelus quoyanus,Epinephelus quoyanus,6475,3.64,3.972075472,3.863000001,3.64,species,40,0.0343,2.9
Serranidae,Epinephelus,retouti,Epinephelus retouti,Epinephelus retouti,7361,3.95,3.972075472,3.863000001,3.95,species,50,0.0343,2.9
Serranidae,Epinephelus,rivulatus,Epinephelus rivulatus,Epinephelus rivulatus,6001,3.64,3.972075472,3.863000001,3.64,species,39,0.011386941,3.086200671
Serranidae,Epinephelus,socialis,Epinephelus socialis,Epinephelus socialis,7362,4.18,3.972075472,3.863000001,4.18,species,52,0.011420839,3.048120681
Serranidae,Epinephelus,sp.,Epinephelus sp.,Epinephelus,-999,-999,3.972075472,3.863000001,3.972075472,genus,-999,0.0343,2.9
Serranidae,Epinephelus,spilotoceps,Epinephelus spilotoceps,Epinephelus spilotoceps,5837,-999,3.972075472,3.863000001,3.972075472,genus,35,0.0041,3.346
Serranidae,Epinephelus,stoliczkae,Epinephelus stoliczkae,Epinephelus stoliczkae,7364,-999,3.972075472,3.863000001,3.972075472,genus,38,0.011420839,3.048120681
Serranidae,Epinephelus,striatus,Epinephelus striatus,Epinephelus striatus,18,4.03,3.972075472,3.863000001,4.03,species,122,0.00894,3.13
Serranidae,Epinephelus,tauvina,Epinephelus tauvina,Epinephelus tauvina,4461,4.13,3.972075472,3.863000001,4.13,species,75,0.0144,3.024
Serranidae,Epinephelus,tukula,Epinephelus tukula,Epinephelus tukula,5525,4.2,3.972075472,3.863000001,4.2,species,200,0.106,2.56
Serranidae,Gracila,albomarginata,Gracila albomarginata,Gracila albomarginata,6477,4.2,4.2,3.863000001,4.2,species,40,0.001417552,3.548062049
Serranidae,Grammistes,sexlineatus,Grammistes sexlineatus,Grammistes sexlineatus,4925,3.98,3.98,3.863000001,3.98,species,30,0.02053521,3
Serranidae,Hypoplectrodes,maccullochi,Hypoplectrodes maccullochi,Hypoplectrodes maccullochi,15095,3.55,3.906666667,3.863000001,3.55,species,45,0.001417552,3.548062049
Serranidae,Hypoplectrodes,sp.,Hypoplectrodes sp.,Hypoplectrodes,-999,-999,3.906666667,3.863000001,3.906666667,genus,-999,0.001417552,3.548062049
Serranidae,Hypoplectrus,aberrans,Hypoplectrus aberrans,Hypoplectrus aberrans,47862,3.6,3.8625,3.863000001,3.6,species,13,0.001417552,3.548062049
Serranidae,Hypoplectrus,chlorurus,Hypoplectrus chlorurus,Hypoplectrus chlorurus,12765,3.88,3.8625,3.863000001,3.88,species,12.69999981,0.001417552,3.548062049
Serranidae,Hypoplectrus,gemma,Hypoplectrus gemma,Hypoplectrus gemma,47813,-999,3.8625,3.863000001,3.8625,genus,13,0.001417552,3.548062049
Serranidae,Hypoplectrus,guttavarius,Hypoplectrus guttavarius,Hypoplectrus guttavarius,16534,-999,3.8625,3.863000001,3.8625,genus,13,0.001417552,3.548062049
Serranidae,Hypoplectrus,indigo,Hypoplectrus indigo,Hypoplectrus indigo,12766,-999,3.8625,3.863000001,3.8625,genus,14.25,0.001417552,3.548062049
Serranidae,Hypoplectrus,nigricans,Hypoplectrus nigricans,Hypoplectrus nigricans,16535,4,3.8625,3.863000001,4,species,15.23999977,0.001417552,3.548062049
Serranidae,Hypoplectrus,providencianus,Hypoplectrus providencianus,Hypoplectrus providencianus,57460,-999,3.8625,3.863000001,3.8625,genus,15,0.001417552,3.548062049
Serranidae,Hypoplectrus,puella,Hypoplectrus puella,Hypoplectrus puella,12759,-999,3.8625,3.863000001,3.8625,genus,15.23999977,0.001417552,3.548062049
Serranidae,Hypoplectrus,sp.,Hypoplectrus sp.,Hypoplectrus,-999,-999,3.8625,3.863000001,3.8625,genus,16,0.001417552,3.548062049
Serranidae,Hypoplectrus,unicolor,Hypoplectrus unicolor,Hypoplectrus unicolor,3329,3.97,3.8625,3.863000001,3.97,species,12.69999981,0.001417552,3.548062049
Serranidae,Luzonichthys,waitei,Luzonichthys waitei,Luzonichthys waitei,7453,3.4,3.4,3.863000001,3.4,species,7,0.001417552,3.548062049
Serranidae,Mycteroperca,acutirostris,Mycteroperca acutirostris,Mycteroperca acutirostris,9386,3.4,4.353,3.863000001,3.4,species,80,0.0113,3.05
Serranidae,Mycteroperca,bonaci,Mycteroperca bonaci,Mycteroperca bonaci,1209,4.5,4.353,3.863000001,4.5,species,150,0.0113,3.05
Serranidae,Mycteroperca,interstitialis,Mycteroperca interstitialis,Mycteroperca interstitialis,1211,4.5,4.353,3.863000001,4.5,species,84,0.0141,3
Serranidae,Mycteroperca,olfax,Mycteroperca olfax,Mycteroperca olfax,8204,4.5,4.353,3.863000001,4.5,species,120,0.0061,3.2
Serranidae,Mycteroperca,phenax,Mycteroperca phenax,Mycteroperca phenax,1213,4.5,4.353,3.863000001,4.5,species,106.9848022,0.0113,3.05
Serranidae,Mycteroperca,rosacea,Mycteroperca rosacea,Mycteroperca rosacea,9398,4.5,4.353,3.863000001,4.5,species,86,0.01496,3
Serranidae,Mycteroperca,sp.,Mycteroperca sp.,Mycteroperca,-999,-999,4.353,3.863000001,4.353,genus,-999,0.0113,3.05
Serranidae,Mycteroperca,tigris,Mycteroperca tigris,Mycteroperca tigris,1215,4.5,4.353,3.863000001,4.5,species,101,0.0094,3.12
Serranidae,Mycteroperca,venenosa,Mycteroperca venenosa,Mycteroperca venenosa,1216,4.5,4.353,3.863000001,4.5,species,100,0.0198,2.976
Serranidae,Nemanthias,carberryi,Nemanthias carberryi,Nemanthias carberryi,12730,3.4,3.4,3.863000001,3.4,species,13,0.013415232,3.030514248
Serranidae,Othos,dentex,Othos dentex,Othos dentex,14355,4.5,4.5,3.863000001,4.5,species,75,0.001417552,3.548062049
Serranidae,Paralabrax,albomaculatus,Paralabrax albomaculatus,Paralabrax albomaculatus,12860,4.5,4.016,3.863000001,4.5,species,50.79999924,0.0146,3
Serranidae,Paranthias,colonus,Paranthias colonus,Paranthias colonus,8325,3.76,3.58,3.863000001,3.76,species,35.59999847,0.01346976,3.043
Serranidae,Paranthias,furcifer,Paranthias furcifer,Paranthias furcifer,1217,3.4,3.58,3.863000001,3.4,species,30,0.01346976,3.043
Serranidae,Plectropomus,areolatus,Plectropomus areolatus,Plectropomus areolatus,6082,4.5,4.270000022,3.863000001,4.5,species,73,0.005908347,3.237744328
Serranidae,Plectropomus,laevis,Plectropomus laevis,Plectropomus laevis,7372,4.14,4.270000022,3.863000001,4.14,species,125,0.005908347,3.237744328
